StockCode,description,product_revenue,product_rank,revenue_share,cumulative_share
21485,RED SPOT HEART HOT WATER BOTTLE,38840.80000000001,78,0.001924562719919487,0.25466538648501313
22629,SPACEBOY LUNCH BOX,38750.199999999983,79,0.0019200734874004668,0.25658545997241361
21166,COOK WITH WINE METAL SIGN,38560.159999999996,80,0.0019106570001166446,0.25849611697253028
23284,DOORMAT KEEP CALM AND COME IN,38166.640000000007,81,0.0018911580731753176,0.26038727504570558
22720,SET OF 3 CAKE TINS PANTRY DESIGN,38158.389999999992,82,0.0018907492854459361,0.26227802433115149
20712,JUMBO BAG WOODLAND ANIMALS,38029.889999999985,83,0.0018843821068731553,0.26416240643802469
22727,ALARM CLOCK BAKELIKE RED,37970.110000000008,84,0.0018814200062110488,0.26604382644423569
21524,SPOTTY  HOME SWEET HOME DOORMAT,36667.33,85,0.0018168672209888928,0.26786069366522458
21755,LOVE BUILDING BLOCK WORD,35641.990000000013,86,0.0017660615954806069,0.26962675526070523
20724,RED SPOTTY CHARLOTTE BAG,35595.63,87,0.0017637644561916248,0.27139051971689682
22379,RECYCLING BAG RETROSPOT,35408.96,88,0.0017545149525015008,0.27314503466939832
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,34987.06,89,0.001733609795771103,0.27487864446516946
21479,WHITE SKULL HOT WATER BOTTLE,34617.93,90,0.0017153193940079089,0.27659396385917734
22384,LUNCHBAG PINK RETROSPOT,34506.659999999996,91,0.0017098059624141865,0.27830376982159155
22666,RECIPE BOX PANTRY YELLOW DESIGN,34489.050000000017,92,0.0017089333864245637,0.28001270320801608
22382,LUNCHBAG SPACEBOY DESIGN,34436.39,93,0.001706324081960418,0.2817190272899765
AMAZONFEE,AMAZON FEE,34009.13,94,0.001685153337080992,0.28340418062705752
22630,DOLLY GIRL LUNCH BOX,33979.999999999993,95,0.0016837099447710689,0.28508789057182859
22726,ALARM CLOCK BAKELIKE GREEN,33737.59,96,0.0016716985225311645,0.28675958909435972
22865,HAND WARMER OWL DESIGN,33575.509999999995,97,0.0016636674540247344,0.28842325654838447
22188,BLACK HEART CARD HOLDER,33201.0,98,0.0016451104731119561,0.29006836702149641
15036,ASSORTED COLOURS SILK FAN,33041.55,99,0.00163720972117865,0.29170557674267511
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,32992.01,100,0.0016347550128012528,0.29334033175547636
22385,JUMBO BAG SPACEBOY DESIGN,32749.37,101,0.0016227321940549533,0.29496306394953131
22077,6 RIBBONS RUSTIC CHARM,32213.589999999993,102,0.0015961842801582654,0.29655924822968954
22622,BOX OF VINTAGE ALPHABET BLOCKS,32163.940000000006,103,0.0015937241212778104,0.29815297235096738
85152,HAND OVER THE CHOCOLATE   SIGN,32064.760000000002,104,0.0015888097495202352,0.29974178210048757
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32054.489999999994,105,0.0015883008707346905,0.30133008297122227
48184,DOOR MAT ENGLISH ROSE,31603.650000000005,106,0.0015659617361996532,0.30289604470742193
22697,GREEN REGENCY TEACUP AND SAUCER,31534.920000000016,107,0.0015625561627887025,0.30445860087021065
22659,LUNCHBOX I LOVE LONDON,31203.019999999993,108,0.0015461105085606403,0.30600471137877128
23245,SET OF 3 REGENCY CAKE TINS,31177.949999999983,109,0.0015448682893636,0.3075495796681349
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,31123.930000000008,110,0.0015421915968616433,0.30909177126499654
22501,PICNIC BASKET WICKER LARGE,30828.289999999994,111,0.001527542626641745,0.31061931389163827
22752,SET 7 BABUSHKA NESTING BOXES,30804.749999999996,112,0.0015263762189872451,0.31214569011062554
20679,EDWARDIAN PARASOL RED,30667.320000000007,113,0.0015195665586661777,0.31366525666929168
22158,3 HEARTS HANGING DECORATION RUSTIC,30498.18,114,0.001511185666963453,0.31517644233625514
21217,RED SPOTTY ROUND CAKE TINS,30483.030000000002,115,0.0015104349840422263,0.31668687732029738
23199,JUMBO BAG APPLES,30475.649999999987,116,0.001510069304837034,0.31819694662513442
22866,HAND WARMER SCOTTY DOG DESIGN,30426.539999999997,117,0.0015076359029715929,0.319704582528106
82483,WOOD 2 DRAWER CABINET WHITE FINISH,30213.890000000007,118,0.0014970990895591281,0.32120168161766516
47590B,PINK HAPPY BIRTHDAY BUNTING,29587.430000000015,119,0.0014660579791411978,0.32266773959680634
22867,HAND WARMER BIRD DESIGN,29541.020000000011,120,0.0014637583623508261,0.32413149795915713
22467,GUMBALL COAT RACK,29139.100000000002,121,0.0014438432151759467,0.32557534117433312
22492,MINI PAINT SET VINTAGE,29046.189999999988,122,0.0014392395220927006,0.32701458069642581
20971,PINK BLUE FELT CRAFT TRINKET BOX,29027.460000000003,123,0.0014383114500719372,0.32845289214649775
23355,HOT WATER BOTTLE KEEP CALM,28842.550000000003,124,0.0014291491544307477,0.32988204130092846
48188,DOOR MAT WELCOME PUPPIES,28798.140000000003,125,0.0014269486376959836,0.33130898993862445
84978,HANGING HEART JAR T-LIGHT HOLDER,28734.820000000007,126,0.0014238111299354512,0.3327328010685599
22835,HOT WATER BOTTLE I AM SO POORLY,28659.980000000003,127,0.0014201028058546191,0.33415290387441454
82583,HOT BATHS METAL SIGN,28496.810000000005,128,0.001412017727817883,0.33556492160223245
21977,PACK OF 60 PINK PAISLEY CAKE CASES,28490.979999999992,129,0.0014117288511557866,0.3369766504533882
20719,WOODLAND CHARLOTTE BAG,28287.320000000007,130,0.0014016374924932776,0.33837828794588148
22961,JAM MAKING SET PRINTED,28242.89,131,0.0013994359847579571,0.33977772393063943
22624,IVORY KITCHEN SCALES,28227.769999999993,132,0.0013986867883375642,0.34117641071897703
21930,JUMBO STORAGE BAG SKULLS,27923.57,133,0.001383613669879667,0.34256002438885669
72741,GRAND CHOCOLATECANDLE,27915.130000000008,134,0.0013831954676450039,0.34394321985650167
23201,JUMBO BAG ALPHABET,27890.169999999984,135,0.0013819586989510214,0.34532517855545269
20750,RED/WHITE DOT MINI CASES,27562.869999999995,136,0.0013657409748508579,0.34669091953030357
84991,60 TEATIME FAIRY CAKE CASES,27404.22,137,0.0013578798629397949,0.34804879939324335
71459,HANGING JAM JAR T-LIGHT HOLDER,27192.509999999984,138,0.0013473896265534643,0.3493961890197968
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,27061.58,139,0.0013409020414131218,0.35073709106120993
21481,FAWN BLUE HOT WATER BOTTLE,26988.980000000014,140,0.0013373047093945707,0.35207439577060451
22149,FELTCRAFT 6 FLOWER FRIENDS,26855.260000000006,141,0.0013306788796766543,0.35340507465028115
22507,MEMO BOARD RETROSPOT  DESIGN,26626.559999999998,142,0.0013193467883179388,0.35472442143859911
48111,DOOR MAT 3 SMILEY CATS,26544.409999999996,143,0.0013152762535338614,0.35603969769213295
22551,PLASTERS IN TIN SPACEBOY,26485.100000000002,144,0.0013123374413848219,0.35735203513351776
82600,NO SINGING METAL SIGN,26212.860000000004,145,0.0012988479418155319,0.35865088307533333
20711,JUMBO BAG TOYS,26186.9,146,0.0012975616230937468,0.35994844469842707
21080,SET/20 RED SPOTTY PAPER NAPKINS,26031.96999999999,147,0.0012898848372861129,0.36123832953571317
47566B,TEA TIME PARTY BUNTING,25987.899999999998,148,0.0012877011675608025,0.362526030703274
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,25887.35,149,0.0012827189122651364,0.36380874961553911
21527,RETRO SPOT TRADITIONAL TEAPOT,25612.27,150,0.0012690886906168838,0.365077838306156
22087,PAPER BUNTING WHITE LACE,25563.17,151,0.0012666557842517202,0.3663444940904077
22084,PAPER CHAIN KIT EMPIRE,25480.380000000008,152,0.001262553537449849,0.36760704762785756
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,25475.049999999992,153,0.0012622894358016543,0.36886933706365921
37503,TEA TIME CAKE STAND IN GIFT BOX,25471.330000000009,154,0.0012621051096982252,0.37013144217335747
21314,SMALL GLASS HEART TRINKET POT,25276.950000000008,155,0.0012524735752937343,0.37138391574865121
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,25259.9,156,0.0012516287473196802,0.37263554449597086
20972,PINK CREAM FELT CRAFT TRINKET BOX,25151.84,157,0.0012462743713152081,0.37388181886728605
23173,REGENCY TEAPOT ROSES,24918.929999999997,158,0.0012347336743394389,0.37511655254162551
22728,ALARM CLOCK BAKELIKE PINK,24907.269999999997,159,0.0012341559210152474,0.37635070846264074
84836,ZINC METAL HEART DECORATION,24805.67,160,0.0012291216381903874,0.37757983010083113
21231,SWEETHEART CERAMIC TRINKET BOX,24618.13,161,0.0012198290259760743,0.37879965912680724
47590A,BLUE HAPPY BIRTHDAY BUNTING,24559.23,162,0.0012169105293384341,0.38001656965614566
22722,SET OF 6 SPICE TINS PANTRY DESIGN,24507.359999999993,163,0.0012143403693962538,0.38123091002554194
22698,PINK REGENCY TEACUP AND SAUCER,24489.670000000009,164,0.0012134638294044064,0.38244437385494634
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,24249.959999999995,165,0.0012015861922395712,0.38364596004718587
21258,VICTORIAN SEWING BOX LARGE,24153.589999999997,166,0.001196811056060125,0.384842771103246
21790,VINTAGE SNAP CARDS,24095.599999999995,167,0.0011939376499477861,0.38603670875319379
22625,RED KITCHEN SCALES,24045.03,168,0.0011914319050417511,0.38722814065823558
21955,UNION JACK GUNS & ROSES  DOORMAT,24024.17,169,0.0011903982914617649,0.3884185389496973
21791,VINTAGE HEADS AND TAILS CARD GAME,23993.23,170,0.0011888652136015174,0.38960740416329881
84406B,CREAM CUPID HEARTS COAT HANGER,23820.8,171,0.0011803213023073185,0.39078772546560614
23344,JUMBO BAG 50'S CHRISTMAS,23815.749999999989,172,0.0011800710746669091,0.39196779654027308
22605,WOODEN CROQUET GARDEN SET,23743.77,173,0.0011765044636655967,0.39314430100393866
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23514.169999999995,174,0.0011651277772818578,0.39430942878122049
48173C,DOOR MAT BLACK FLOCK,23335.249999999996,175,0.0011562622863072127,0.39546569106752771
22554,PLASTERS IN TIN WOODLAND ANIMALS,23329.36,176,0.0011559704366434489,0.39662166150417116
22113,GREY HEART HOT WATER BOTTLE,23172.82,177,0.0011482138752910514,0.39776987537946223
22607,WOODEN ROUNDERS GARDEN SET,23139.3,178,0.0011465529583590702,0.39891642833782132
22585,PACK OF 6 BIRDY GIFT TAGS,22903.920000000002,179,0.0011348898728146259,0.40005131821063594
21936,RED/WHITE SPOT PICNIC BAG,22847.59,180,0.0011320987197484412,0.40118341693038434
20749,ASSORTED COLOUR MINI CASES,22806.51,181,0.0011300632046062635,0.40231348013499063
37449,CERAMIC CAKE STAND + HANGING CAKES,22702.460000000003,182,0.0011249075242132846,0.40343838765920392
22556,PLASTERS IN TIN CIRCUS PARADE,22694.13,183,0.0011244947724816795,0.40456288243168559
22941,CHRISTMAS LIGHTS 10 REINDEER,22645.32,184,0.0011220762356245789,0.40568495866731019
22969,HOMEMADE JAM SCENTED CANDLES,22459.249999999996,185,0.0011128564619511368,0.40679781512926133
22632,HAND WARMER RED POLKA DOT,22384.870000000014,186,0.0011091709308830957,0.40790698606014442
84970S,HANGING HEART ZINC T-LIGHT HOLDER,22132.179999999993,187,0.0010966501343573677,0.40900363619450175
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,22054.250000000007,188,0.0010927887006906228,0.41009642489519238
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,21957.259999999991,189,0.0010879828434939374,0.41118440773868631
22499,WOODEN UNION JACK BUNTING,21910.640000000007,190,0.0010856728211977279,0.41227008055988407
22456,NATURAL SLATE CHALKBOARD LARGE,21883.980000000003,191,0.00108435181745648,0.41335443237734054
23202,JUMBO BAG VINTAGE LEAF,21852.809999999983,192,0.0010828073430898364,0.41443723972043039
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,21826.900000000009,193,0.0010815235018694427,0.4155187632222998
21213,PACK OF 72 SKULL CAKE CASES,21734.849999999995,194,0.001076962421810108,0.4165957256441099
22570,FELTCRAFT CUSHION RABBIT,21579.790000000005,195,0.0010692791944988606,0.4176650048386088
23209,LUNCH BAG DOILEY PATTERN,21450.170000000002,196,0.0010628565198949396,0.41872786135850371
22424,ENAMEL BREAD BIN CREAM,21305.960000000003,197,0.0010557109103853624,0.41978357226888907
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",21252.44,198,0.001053058992897306,0.42083663126178639
22294,HEART FILIGREE DOVE  SMALL,21217.020000000004,199,0.0010513039309124979,0.4218879351926989
22617,BAKING SET SPACEBOY DESIGN,21162.890000000003,200,0.0010486217879074815,0.42293655698060639
21218,RED SPOTTY BISCUIT TIN,21102.059999999994,201,0.0010456076597161795,0.42398216464032257
22568,FELTCRAFT CUSHION OWL,21056.499999999996,202,0.0010433501604494412,0.425025514800772
22569,FELTCRAFT CUSHION BUTTERFLY,20924.960000000006,203,0.0010368323497921379,0.42606234715056412
23206,LUNCH BAG APPLE DESIGN,20911.98,204,0.0010361891904312451,0.42709853634099537
48116,DOOR MAT MULTICOLOUR STRIPE,20803.160000000003,205,0.0010307971564056423,0.428129333497401
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,20683.92,206,0.0010248888110903241,0.42915422230849132
20723,STRAWBERRY CHARLOTTE BAG,20677.620000000003,207,0.0010245766459151607,0.43017879895440653
85150,LADIES & GENTLEMEN METAL SIGN,20668.230000000007,208,0.0010241113711540839,0.43120291032556057
22900,SET 2 TEA TOWELS I LOVE LONDON,20544.210000000003,209,0.0010179661767058638,0.43222087650226643
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",20528.58,210,0.0010171917097712914,0.43323806821203775
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,20499.079999999998,211,0.0010157299839510809,0.4342537981959888
22273,FELTCRAFT DOLL MOLLY,20345.769999999997,212,0.0010081334691884895,0.43526193166517729
21622,VINTAGE UNION JACK CUSHION COVER,20164.640000000007,213,0.00099915847265239855,0.43626109013782971
22558,CLOTHES PEGS RETROSPOT PACK 24,20163.070000000003,214,0.00099908067910874651,0.43726017081693846
22381,TOY TIDY PINK RETROSPOT,19974.770000000004,215,0.00098975040887330236,0.43824992122581174
22413,METAL SIGN TAKE IT OR LEAVE IT,19970.239999999994,216,0.000989525947247351,0.43923944717305913
22169,FAMILY ALBUM WHITE PICTURE FRAME,19956.300000000003,217,0.0009888352198597673,0.44022828239291889
21174,POTTERING IN THE SHED METAL SIGN,19864.319999999989,218,0.00098427760830237872,0.44121256000122128
22952,72 CAKE CASES VINTAGE CHRISTMAS,19812.430000000015,219,0.000981706457359644,0.4421942664585809
48129,DOOR MAT TOPIARY,19790.139999999996,220,0.00098060198723989769,0.44317486844582082
22561,WOODEN SCHOOL COLOURING SET,19752.090000000004,221,0.00097871660868196564,0.44415358505450275
71053,WHITE METAL LANTERN,19718.61,222,0.00097705767375109629,0.44513064272825387
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,19704.570000000003,223,0.000976361991360732,0.44610700471961462
22633,HAND WARMER UNION JACK,19617.730000000003,224,0.00097205906694625523,0.44707906378656087
84949,SILVER HANGING T-LIGHT HOLDER,19568.459999999992,225,0.00096961773707636444,0.44804868152363719
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,19541.460000000003,226,0.00096827988632566407,0.44901696140996289
21908,CHOCOLATE THIS WAY METAL SIGN,19534.110000000004,227,0.00096791569362130662,0.4499848771035842
22427,ENAMEL FLOWER JUG CREAM,19517.110000000011,228,0.00096707334314864344,0.45095195044673281
22041,"RECORD FRAME 7"" SINGLE SIZE",19371.46,229,0.00095985638159902813,0.45191180682833187
22061,LARGE CAKE STAND  HANGING STRAWBERY,19300.47,230,0.00095633882512524075,0.45286814565345712
22555,PLASTERS IN TIN STRONGMAN,19277.97,231,0.00095522394949965658,0.45382336960295677
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,19223.039999999997,232,0.000952502166472397,0.45477587176942913
21484,CHICK GREY HOT WATER BOTTLE,19113.149999999998,233,0.00094705711391704416,0.4557229288833462
21035,SET/2 RED SPOTTY TEA TOWELS,18988.370000000003,234,0.00094087426144769375,0.45666380314479388
21121,SET/10 RED SPOTTY PARTY CANDLES,18979.329999999994,235,0.00094042632919634755,0.45760422947399026
22847,"BREAD BIN, DINER STYLE, IVORY",18890.089999999993,236,0.00093600448471514177,0.45854023395870536
22837,HOT WATER BOTTLE BABUSHKA,18774.72,237,0.00093028789800742473,0.45947052185671278
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,18617.800000000003,238,0.000922512507644462,0.46039303436435725
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,18551.700000000004,239,0.00091923725080663484,0.46131227161516392
22147,FELTCRAFT BUTTERFLY HEARTS,18425.549999999992,240,0.0009129865147991925,0.46222525812996307
22505,MEMO BOARD COTTAGE DESIGN,18357.680000000004,241,0.00090962355441215326,0.46313488168437522
22560,TRADITIONAL MODELLING CLAY,18313.05,242,0.00090741213667127219,0.4640422938210465
21914,BLUE HARMONICA IN BOX,18198.1,243,0.00090171636097523223,0.46494401018202175
22654,DELUXE SEWING KIT,18177.570000000003,244,0.00090069909890442179,0.46584470928092619
22352,LUNCHBOX WITH CUTLERY RETROSPOT,18115.870000000006,245,0.00089764186218893116,0.46674235114311513
22776,SWEETHEART CAKESTAND 3 TIER,18084.629999999994,246,0.00089609391932034168,0.46763844506243546
22297,HEART IVORY TRELLIS SMALL,18064.1,247,0.00089507665724953113,0.468533521719685
79323W,WHITE CHERRY LIGHTS,18048.720000000005,248,0.00089431457782191,0.4694278362975069
22557,PLASTERS IN TIN VINTAGE PAISLEY,17834.26,249,0.00088368807885911963,0.47031152437636603
20718,RED SPOTTY SHOPPER BAG,17739.999999999996,250,0.00087901749323833912,0.47119054186960435
21136,PAINTED METAL PEARS ASSORTED,17738.89,251,0.00087896249270747709,0.47206950436231182
47591D,PINK FAIRY CAKE CHILD'S APRON,17698.870000000003,252,0.00087697950059477164,0.47294648386290661
21889,WOODEN BOX OF DOMINOES,17636.32,253,0.00087388014635564749,0.47382036400926225
84992,72 SWEETHEART FAIRY CAKE CASES,17585.159999999993,254,0.00087134516693320786,0.47469170917619546
21156,RED SPOTTY CHILDS APRON,17502.960000000003,255,0.000867272154647741,0.47555898133084318
84467,ENGLISH ROSE DESIGN QUILTED THROW,17477.660000000003,256,0.00086601853894430637,0.47642499986978748
22366,DOORMAT AIRMAIL,17445.64,257,0.0008644319470540305,0.47728943181684153
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,17431.989999999994,258,0.00086375558917450922,0.47815318740601603
22652,TRAVEL SEWING KIT,17265.28,259,0.00085549510403934795,0.47900868251005541
35004C,SET OF 3 COLOURED  FLYING DUCKS,17049.03,260,0.00084477991052678931,0.47985346242058219
23240,SET OF 4 KNICK KNACK TINS DOILEY,17037.520000000004,261,0.0008442095897067685,0.48069767201028896
21533,RETRO SPOT LARGE MILK JUG,16992.570000000003,262,0.00084198231595699041,0.48153965432624596
21535,RETRO SPOT SMALL MILK JUG,16926.250000000004,263,0.00083869615811304641,0.48237835048435895
21164,HOME SWEET HOME METAL SIGN,16865.4,264,0.00083568103892118877,0.48321403152328019
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,16794.939999999995,265,0.0008321897439621369,0.48404622126724228
22487,WHITE WOOD GARDEN PLANT LADDER,16569.299999999996,266,0.00082100927568850115,0.48486723054293079
22191,EAU DE NIL DINER WALL CLOCK,16522.05,267,0.00081866803687477465,0.4856858985798056
22993,SET OF 4 PANTRY JELLY MOULDS,16507.23,268,0.00081793370546272325,0.48650383228526828
84375,SET OF 20 KIDS COOKIE CUTTERS,16504.320000000007,269,0.00081778951488181478,0.4873216218001501
21155,RED SPOTTY PEG BAG,16493.110000000004,270,0.00081723405907013465,0.48813885585922023
