customer_id,customer_revenue,total_revenue,customer_rank,revenue_share,cumulative_share
13078,29532.449999999997,17743429.178,60,0.001664416145477513,0.321056203164112
13098,28882.44,17743429.178,61,0.0016277823024092328,0.32268398546652122
17857,28682.239999999998,17743429.178,62,0.0016164992523295882,0.32430048471885081
14527,27792.300000000003,17743429.178,63,0.0015663432204221016,0.32586682793927291
15513,27750.55,17743429.178,64,0.0015639902367016961,0.32743081817597458
16333,26626.800000000003,17743429.178,65,0.0015006569323710243,0.32893147510834564
17865,26374.39,17743429.178,66,0.001486431384565814,0.33041790649291142
18251,26278.86,17743429.178,67,0.0014810474196601774,0.33189895391257163
13802,26259.11,17743429.178,68,0.0014799343315529197,0.33337888824412454
15498,26039.579999999998,17743429.178,69,0.0014675618641004503,0.33484645010822495
12731,25775.710000000003,17743429.178,70,0.0014526904433985733,0.33629914055162352
14062,25604.199999999997,17743429.178,71,0.0014430243299162562,0.3377421648815398
12744,25317.06,17743429.178,72,0.0014268414378090181,0.33916900631934882
12939,25264.8,17743429.178,73,0.0014238961221388769,0.34059290244148771
14895,25119.539999999997,17743429.178,74,0.0014157094295586111,0.34200861187104631
12621,24775.810000000005,17743429.178,75,0.0013963371877810083,0.34340494905882729
16525,24582.640000000003,17743429.178,76,0.0013854503407086558,0.344790399399536
17920,24516.46,17743429.178,77,0.001381720509268741,0.3461721199088047
13001,24172.099999999995,17743429.178,78,0.0013623127613894882,0.34753443267019418
14607,24137.63,17743429.178,79,0.001360370070399252,0.34889480274059348
12682,24033.909999999996,17743429.178,80,0.0013545245261721752,0.35024932726676561
15640,23957.580000000005,17743429.178,81,0.001350222651983468,0.35159954991874909
12482,23691.399999999998,17743429.178,82,0.0013352210422422099,0.3529347709609913
12409,23419.290000000005,17743429.178,83,0.0013198852242743179,0.35425465618526564
16133,22992.259999999995,17743429.178,84,0.0012958182868342044,0.35555047447209981
14063,22710.199999999997,17743429.178,85,0.0012799216978958202,0.35683039616999568
14051,22433.999999999996,17743429.178,86,0.0012643553720616653,0.35809475154205733
17340,22404.819999999996,17743429.178,87,0.0012627108196074993,0.35935746236166483
16839,22310.49,17743429.178,88,0.001257394485371671,0.36061485684703648
12540,22254.489999999998,17743429.178,89,0.0012542383874472947,0.3618690952344838
15159,22116.730000000003,17743429.178,90,0.00124647438655333,0.36311556962103714
13340,22100.56,17743429.178,91,0.0012455630632776662,0.3643611326843148
13319,22082.500000000004,17743429.178,92,0.0012445452216970549,0.36560567790601184
14667,21927.14,17743429.178,93,0.0012357893043125714,0.3668414672103244
12753,21429.390000000003,17743429.178,94,0.0012077366660651037,0.36804920387638951
15615,21373.969999999994,17743429.178,95,0.0012046132562978009,0.36925381713268729
17243,20889.86,17743429.178,96,0.0011773293533304851,0.37043114648601777
14866,20850.219999999998,17743429.178,97,0.0011750952868711587,0.371606241772889
17706,20749.98,17743429.178,98,0.0011694458715865257,0.3727756876444755
12433,20581.260000000002,17743429.178,99,0.0011599369994115126,0.37393562464388697
15251,20324.539999999997,17743429.178,100,0.0011454685447839083,0.37508109318867089
12477,20276.370000000003,17743429.178,101,0.00114275373698003,0.37622384692565092
18008,19787.13,17743429.178,102,0.0011151807128992842,0.37733902763855021
17139,19584.46,17743429.178,103,0.001103758456357618,0.37844278609490783
16843,19571.429999999997,17743429.178,104,0.0011030241000012854,0.37954581019490913
17581,18757.75,17743429.178,105,0.0010571659971601009,0.38060297619206923
12557,18716.140000000003,17743429.178,106,0.0010548209036845067,0.3816577970957537
14194,18670.589999999997,17743429.178,107,0.0010522537561763754,0.38271005085193011
13113,18625.73,17743429.178,108,0.0010497254963033843,0.38375977634823349
15808,18409.93,17743429.178,109,0.001037563247516235,0.38479733959574974
17377,18319.409999999996,17743429.178,110,0.0010324616406570469,0.38582980123640676
12357,18287.660000000003,17743429.178,111,0.0010306722458517091,0.38686047348225849
16746,18066.399999999998,17743429.178,112,0.0010182022775169328,0.38787867575977542
12647,17924.35,17743429.178,113,0.0010101964969784038,0.38888887225675384
12472,17880.590000000004,17743429.178,114,0.0010077302318860703,0.38989660248863989
15078,17761.88,17743429.178,115,0.0010010398678753079,0.3908976423565152
12901,17654.54,17743429.178,116,0.000994990304460977,0.39189263266097618
14952,17629.350000000002,17743429.178,117,0.00099357062398392273,0.3928862032849601
16652,17550.389999999996,17743429.178,118,0.000989120525910552,0.39387532381087065
15189,17524.379999999997,17743429.178,119,0.00098765463114246265,0.39486297844201312
18172,17479.84,17743429.178,120,0.00098514440611475367,0.39584812284812787
16019,17465.85,17743429.178,121,0.0009843559452225746,0.39683247879335043
15523,17359.989999999998,17743429.178,122,0.00097838979296767359,0.39781086858631809
13027,17335.2,17743429.178,123,0.00097699265604722228,0.39878786124236532
17416,17298.449999999997,17743429.178,124,0.00097492146678435023,0.39976278270914967
13564,17249.55,17743429.178,125,0.000972165516989672,0.40073494822613936
17735,17244.929999999997,17743429.178,126,0.00097190513891091078,0.40170685336505024
14277,17225.81,17743429.178,127,0.00097082755690530264,0.40267768092195555
15358,17050.409999999996,17743429.178,128,0.00096094220733502437,0.40363862312929061
15125,17024.87,17743429.178,129,0.000959502801245943,0.40459812593053651
16656,16833.170000000002,17743429.178,130,0.00094869880174410566,0.40554682473228065
12454,16679.78,17743429.178,131,0.00094005391137589038,0.40648687864365651
16553,16644.01,17743429.178,132,0.00093803795382669511,0.4074249165974832
13199,16432.889999999996,17743429.178,133,0.00092613946465179716,0.408351056062135
14961,16410.149999999998,17743429.178,134,0.00092485786345893452,0.40927591392559393
13225,16260.070000000002,17743429.178,135,0.00091639952102160675,0.41019231344661555
16180,16249.870000000003,17743429.178,136,0.00091582466032823836,0.4111081381069438
12980,16245.779999999999,17743429.178,137,0.0009155941524619757,0.41202373225940575
15044,16204.330000000002,17743429.178,138,0.00091325807640902246,0.41293699033581482
14733,16184.969999999998,17743429.178,139,0.0009121669682694522,0.41384915730408423
18092,16179.44,17743429.178,140,0.00091185530359942017,0.41476101260768367
17107,16075.419999999996,17743429.178,141,0.0009059928517048914,0.41566700545938856
12971,15972.790000000003,17743429.178,142,0.00090020873866955748,0.41656721419805814
17716,15956.969999999998,17743429.178,143,0.000899317141005921,0.41746653133906403
14769,15771.880000000005,17743429.178,144,0.00088888567377694327,0.41835541701284096
14849,15763.449999999997,17743429.178,145,0.00088841056832154126,0.41924382758116252
16191,15688.02,17743429.178,146,0.00088415941713518981,0.42012798699829773
15768,15601.090000000004,17743429.178,147,0.00087926013869651129,0.42100724713699422
13488,15587.880000000001,17743429.178,148,0.00087851563773970736,0.42188576277473394
12949,15526.700000000003,17743429.178,149,0.00087506760075732658,0.42276083037549128
15601,14960.119999999999,17743429.178,150,0.00084313578000745127,0.42360396615549872
14543,14906.769999999997,17743429.178,151,0.00084012903314556779,0.42444409518864429
18087,14761.52,17743429.178,152,0.00083194290415421754,0.42527603809279851
16126,14646.8,17743429.178,153,0.000825477412120567,0.42610151550491904
17133,14622.330000000002,17743429.178,154,0.00082409831004539777,0.42692561381496447
16873,14617.39,17743429.178,155,0.00082381989712135447,0.42774943371208579
15482,14592.56,17743429.178,156,0.00082242050584524279,0.42857185421793104
16713,14560.689999999997,17743429.178,157,0.00082062434797292353,0.42939247856590396
17448,14556.969999999979,17743429.178,158,0.00082041469289651761,0.43021289325880052
14299,14499.49,17743429.178,159,0.00081717518381271273,0.43103006844261321
12583,14447.44,17743429.178,160,0.00081424170350978824,0.431844310146123
15093,14326.109999999999,17743429.178,161,0.0008074036792032783,0.4326517138253263
12476,14115.41,17743429.178,162,0.00079552886076281323,0.43344724268608908
17017,14110.61,17743429.178,163,0.00079525833808358106,0.43424250102417267
15005,14106.199999999999,17743429.178,164,0.00079500979537203641,0.43503751081954473
13090,14103.089999999997,17743429.178,165,0.00079483451921945033,0.43583234533876414
12714,14093.710000000001,17743429.178,166,0.00079430587281711755,0.43662665121158128
13178,14059.189999999999,17743429.178,167,0.00079236036388230567,0.43741901157546359
17589,14049.869999999997,17743429.178,168,0.000791835099013463,0.438210846674477
18223,14000.850000000002,17743429.178,169,0.000789072386151804,0.43899991906062885
15502,13993.47,17743429.178,170,0.00078865645753248433,0.43978857551816131
12435,13925.93,17743429.178,171,0.00078484997800012078,0.44057342549616146
15760,13916.34,17743429.178,172,0.00078430949623057135,0.441357734992392
16558,13873.51,17743429.178,173,0.00078189564490733869,0.44213963063729939
15291,13846.560000000003,17743429.178,174,0.00078037677278123283,0.44292000741008059
15032,13780.650000000001,17743429.178,175,0.00077666215824202518,0.4436966695683226
15382,13733.550000000001,17743429.178,176,0.00077400765445205879,0.44447067722277467
12567,13709.86,17743429.178,177,0.00077267251231226462,0.44524334973508695
12989,13551.749999999998,17743429.178,178,0.0007637616079761377,0.44600711134306309
13468,13390.509999999997,17743429.178,179,0.00075467430030959467,0.44676178564337266
13097,13389.22,17743429.178,180,0.00075460159733955123,0.44751638724071224
16923,13378.360000000002,17743429.178,181,0.00075398953977778838,0.44827037678049003
15738,13372.97,17743429.178,182,0.000753685765352567,0.44902406254584259
13629,13370.86,17743429.178,183,0.000753566848091488,0.44977762939393406
13969,13365.869999999999,17743429.178,184,0.00075328561722286941,0.45053091501115694
14049,13239.029999999999,17743429.178,185,0.00074613705542415747,0.45127705206658109
13316,13191.570000000002,17743429.178,186,0.00074346226243324892,0.45202051432901436
16549,13182.190000000006,17743429.178,187,0.00074293361603091615,0.45276344794504525
13668,13089.94,17743429.178,188,0.00073773450828942128,0.45350118245333471
18225,13054.260000000002,17743429.178,189,0.00073572362304046175,0.45423690607637512
14110,12987.949999999999,17743429.178,190,0.00073198646494465126,0.45496889254131978
16161,12831.800000000003,17743429.178,191,0.00072318602403587779,0.45569207856535565
13952,12823.520999999999,17743429.178,192,0.00072271942877309345,0.45641479799412876
17858,12797.65,17743429.178,193,0.0007212613678909233,0.45713605936201968
12683,12696.780000000002,17743429.178,194,0.000715576446504641,0.45785163580852434
12437,12683.399999999998,17743429.178,195,0.00071482236453628088,0.45856645817306063
12451,12669.879999999997,17743429.178,196,0.00071406039232311007,0.45928051856538371
15465,12655.650000000001,17743429.178,197,0.00071325840529696974,0.45999377697068067
14040,12645.57,17743429.178,198,0.00071269030767058192,0.46070646727835129
13013,12625.770000000002,17743429.178,199,0.00071157440161874908,0.46141804167997
12536,12601.830000000002,17743429.178,200,0.00071022516975607821,0.46212826684972608
16814,12499.71,17743429.178,201,0.00070446979975541228,0.46283273664948149
15194,12427.69,17743429.178,202,0.00070041083238909867,0.46353314748187063
12474,12424.45,17743429.178,203,0.00070022822958061689,0.46423337571145123
14936,12410.809999999996,17743429.178,204,0.00069945949430046507,0.46493283520575168
16000,12393.7,17743429.178,205,0.00069849519366678545,0.46563133039941851
12481,12361.39,17743429.178,206,0.0006966742378822034,0.46632800463730067
13050,12344.53,17743429.178,207,0.00069572402697140015,0.46702372866427211
14739,12287.500000000004,17743429.178,208,0.00069250987938877231,0.46771623854366084
13854,12253.960000000001,17743429.178,209,0.00069061960216763689,0.4684068581458285
14735,12240.160000000002,17743429.178,210,0.00068984184946484434,0.46909669999529335
13418,12233.6,17743429.178,211,0.00068947213513656015,0.46978617213042989
15023,12170.679999999998,17743429.178,212,0.00068592603368295747,0.47047209816411284
15144,12160.31,17743429.178,213,0.0006853415919780329,0.47115743975609087
17338,12142.57,17743429.178,214,0.00068434178524270375,0.4718417815413336
15555,12112.349999999999,17743429.178,215,0.00068263861954137074,0.472524420160875
14415,12091.599999999997,17743429.178,216,0.00068146917254260626,0.47320588933341756
17364,12070.420000000002,17743429.178,217,0.00068027549122049434,0.47388616482463808
14505,12001.839999999998,17743429.178,218,0.00067641039844096361,0.47456257522307904
17044,11962.299999999997,17743429.178,219,0.000674181967870788,0.47523675719094982
13458,11959.27,17743429.178,220,0.00067401120042952277,0.47591076839137936
16258,11942.519999999997,17743429.178,221,0.00067306718899678509,0.47658383558037615
16523,11916.33,17743429.178,222,0.00067159114962822434,0.47725542673000437
13687,11880.84,17743429.178,223,0.000669590972568651,0.477925017702573
18226,11878.880000000001,17743429.178,224,0.00066948050914129788,0.47859449821171429
12705,11762.1,17743429.178,225,0.00066289891779114363,0.47925739712950544
14426,11727.939999999999,17743429.178,226,0.00066097369805727412,0.47991837082756272
13102,11696.920000000002,17743429.178,227,0.000659225445242736,0.48057759627280544
13004,11650.849999999999,17743429.178,228,0.00065662899111102141,0.48123422526391646
13576,11551.739999999998,17743429.178,229,0.00065104326137379069,0.48188526852529029
15218,11516.57,17743429.178,230,0.00064906111915949958,0.48253432964444976
12668,11444.68,17743429.178,231,0.00064500947844908178,0.48317933912289884
13680,11435.670000000002,17743429.178,232,0.00064450168483660638,0.48382384080773544
14016,11403.409999999998,17743429.178,233,0.0006426835469965995,0.48446652435473203
17809,11337.390000000001,17743429.178,234,0.00063896273297932629,0.4851054870877114
14045,11313.03,17743429.178,235,0.00063758983038222266,0.4857430769180936
15874,11284.760000000002,17743429.178,236,0.00063599656451932788,0.48637907348261294
12539,11214.750000000005,17743429.178,237,0.00063205087852494289,0.48701112436113786
18055,11195.570000000002,17743429.178,238,0.00063096991498584392,0.48764209427612371
12524,11126.11,17743429.178,239,0.0006270552263817874,0.4882691495025055
14134,11123.35,17743429.178,240,0.00062689967584122878,0.48889604917834673
13941,11122.300000000001,17743429.178,241,0.00062684049900514681,0.48952288967735186
12918,10953.5,17743429.178,242,0.0006173271181188131,0.49014021679547071
16985,10923.16,17743429.178,243,0.00061561718935049931,0.4907558339848212
14796,10889.640000000001,17743429.178,244,0.00061372803930719423,0.4913695620241284
18052,10877.18,17743429.178,245,0.00061302580751902052,0.49198258783164739
12431,10857.970000000001,17743429.178,246,0.00061194315321317651,0.49259453098486056
16033,10836.13,17743429.178,247,0.0006107122750226698,0.49320524325988324
15694,10810.81,17743429.178,248,0.00060928526788971973,0.49381452852777297
18229,10803.71,17743429.178,249,0.00060888511976002209,0.494423413647533
16984,10754.800000000003,17743429.178,250,0.00060612860637642883,0.49502954225390944
16327,10731.340000000002,17743429.178,251,0.00060480642678168123,0.49563434868069112
16168,10636.470000000001,17743429.178,252,0.000599459658744439,0.49623380833943553
13324,10513.470000000001,17743429.178,253,0.00059252751508911288,0.49682633585452468
15290,10496.279999999999,17743429.178,254,0.0005915587057441123,0.49741789456026875
16782,10438.409999999998,17743429.178,255,0.0005882972166926186,0.49800619177696137
14028,10396.5,17743429.178,256,0.00058593521554957232,0.49859212699251093
15296,10342.83,17743429.178,257,0.00058291043384240684,0.49917503742635339
14422,10271.52,17743429.178,258,0.000578891481289063,0.49975392890764242
15719,10223.06,17743429.178,259,0.00057616032940664751,0.500330089237049
17160,10209.16,17743429.178,260,0.00057537694081470408,0.5009054661778638
15805,10189.23,17743429.178,261,0.00057425370810697523,0.50147971988597073
13599,10167.630000000001,17743429.178,262,0.00057303635605043032,0.50205275624202117
15547,10154.39,17743429.178,263,0.00057229016432688124,0.50262504640634809
14085,10104.97,17743429.178,264,0.00056950490790861935,0.50319455131425672
12839,10071.73,17743429.178,265,0.00056763153835493612,0.50376218285261165
12766,10068.279999999999,17743429.178,266,0.00056743710017923791,0.50432961995279091
13985,10020.860000000002,17743429.178,267,0.00056476456154398963,0.50489438451433488
16353,9999.46,17743429.178,268,0.00056355848126574571,0.50545794299560054
14755,9972.55,17743429.178,269,0.0005620418634953,0.50601998485909594
16182,9971.65,17743429.178,270,0.000561991140492944,0.50658197599958887
18260,9962.11,17743429.178,271,0.00056145347666797,0.50714342947625679
14101,9961.9300000000021,17743429.178,272,0.00056144333206749884,0.50770487280832433
16131,9957.4199999999983,17743429.178,273,0.00056118915346680331,0.50826606196179114
17049,9947.48,17743429.178,274,0.00056062894608522663,0.50882669090787636
14329,9927.22,17743429.178,275,0.00055948711494330065,0.5093861780228196
17230,9924.9499999999989,17743429.178,276,0.00055935918025958032,0.50994553720307922
16701,9916.73,17743429.178,277,0.00055889591017139518,0.51050443311325067
12758,9903.2400000000016,17743429.178,278,0.00055813562872496973,0.51106256874197553
18109,9893.9600000000028,17743429.178,279,0.0005576126182117874,0.51162018136018739
13327,9879.48,17743429.178,280,0.00055679654146277,0.51217697790165018
12590,9864.260000000002,17743429.178,281,0.00055593875913403793,0.51273291666078413
14828,9839.46,17743429.178,282,0.00055454105862467117,0.51328745771940887
12490,9823.64,17743429.178,283,0.000553649460961035,0.5138411071803699
13735,9813.2199999999975,17743429.178,284,0.00055306220131153493,0.51439416938168137
14944,9784.6700000000019,17743429.178,285,0.00055145315495901842,0.51494562253664045
17306,9782.35,17743429.178,286,0.0005513224023307227,0.51549694493897114
13018,9763.159999999998,17743429.178,287,0.00055024087520270872,0.51604718581417386
13267,9758.26,17743429.178,288,0.00054996471663432589,0.51659715053080824
13069,9683.13,17743429.178,289,0.00054573047311542631,0.51714288100392358
12380,9676.3,17743429.178,290,0.00054534554188643539,0.51768822654581
17315,9650.6,17743429.178,291,0.00054389711837471292,0.51823212366418481
14135,9643.9200000000019,17743429.178,292,0.00054352064097944815,0.51877564430516421
17811,9609.8,17743429.178,293,0.0005415976756012388,0.51931724198076545
17504,9565.12,17743429.178,294,0.00053907956032871879,0.51985632154109418
14091,9530.08,17743429.178,295,0.00053710474477032348,0.52039342628586449
14060,9519.0800000000017,17743429.178,296,0.00053648479696374971,0.52092991108282827
13999,9502.2599999999984,17743429.178,297,0.00053553684040860651,0.5214654479232369
13174,9494.84,17743429.178,298,0.00053511865743362675,0.52200056658067051
15298,9459.37,17743429.178,299,0.00053311960755188367,0.52253368618822238
14146,9450.3,17743429.178,300,0.00053260843240591767,0.52306629462062826
15727,9445.5099999999984,17743429.178,301,0.0005323384733156004,0.52359863309394383
14439,9443.04,17743429.178,302,0.000532199266853579,0.52413083236079749
16550,9435.13,17743429.178,303,0.00053175346802176071,0.52466258582881919
17757,9422.45,17743429.178,304,0.00053103883727745565,0.52519362466609665
13758,9416.98,17743429.178,305,0.00053073055414091391,0.52572435522023764
15981,9362.7699999999986,17743429.178,306,0.00052767533863233476,0.52625203055886993
15570,9311.0399999999972,17743429.178,307,0.00052475989317469227,0.52677679045204462
12747,9276.54,17743429.178,308,0.00052281551141771074,0.52729960596346237
13162,9275.4900000000016,17743429.178,309,0.00052275633458162877,0.52782236229804391
15249,9266.0,17743429.178,310,0.00052222148870122989,0.5283445837867452
14367,9261.5199999999986,17743429.178,311,0.00052196900086727972,0.52886655278761252
13448,9240.87,17743429.178,312,0.00052080518975766623,0.52938735797737013
14292,9226.25,17743429.178,313,0.000519981222763838,0.529907339200134
13756,9207.5,17743429.178,314,0.00051892449354808709,0.53042626369368207
15260,9188.23,17743429.178,315,0.00051783845770875258,0.53094410215139076
16700,9167.7099999999973,17743429.178,316,0.00051668197325503468,0.53146078412464581
17068,9161.0800000000017,17743429.178,317,0.0005163083138043454,0.53197709243845015
16709,9087.46,17743429.178,318,0.00051215917221162082,0.53248925161066185
15867,9063.95,17743429.178,319,0.000510834174672298,0.53300008578533409
15939,9060.39,17743429.178,320,0.000510633537018534,0.53351071932235261
17576,9056.8099999999977,17743429.178,321,0.00051043177218693993,0.53402115109453963
12755,9030.66,17743429.178,322,0.00050895798717403933,0.53453010908171361
16186,9026.1099999999988,17743429.178,323,0.00050870155421768376,0.53503881063593128
15150,9001.08,17743429.178,324,0.00050729089116327076,0.53554610152709459
13555,8999.1899999999987,17743429.178,325,0.00050718437285832293,0.53605328589995294
16722,8989.0799999999981,17743429.178,326,0.00050661458446519007,0.536559900484418
15903,8939.84,17743429.178,327,0.00050383947264739948,0.53706373995706547
12359,8935.9399999999987,17743429.178,328,0.00050361967297052324,0.537567359630036
13269,8891.7,17743429.178,329,0.00050112635561026624,0.53806848598564627
14709,8886.3300000000017,17743429.178,330,0.00050082370836287515,0.53856930969400918
17396,8807.1,17743429.178,331,0.000496358393388798,0.539065668087398
13047,8795.16,17743429.178,332,0.00049568546822420783,0.53956135355562218
15984,8759.32,17743429.178,333,0.000493665565552607,0.54005501912117482
16532,8756.64,17743429.178,334,0.000493514523723369,0.54054853364489819
18041,8752.38,17743429.178,335,0.00049327443484555044,0.54104180807974367
12957,8706.9700000000012,17743429.178,336,0.00049071517758223057,0.54153252325732593
13263,8704.6899999999987,17743429.178,337,0.00049058667930959512,0.54202310993663549
15955,8658.36,17743429.178,338,0.00048797557186608907,0.54251108550850158
15497,8657.3900000000012,17743429.178,339,0.00048792090374132763,0.542999006412243
13148,8621.8100000000013,17743429.178,340,0.00048591565438151866,0.54348492206662447
16945,8548.16,17743429.178,341,0.00048176482202204893,0.54396668688864647
15281,8543.5699999999979,17743429.178,342,0.000481506134710033,0.54444819302335656
15270,8524.86,17743429.178,343,0.00048045165984994249,0.54492864468320645
15786,8514.8200000000033,17743429.178,344,0.00047988581657921521,0.54540853049978566
12798,8510.93,17743429.178,345,0.00047966658049125393,0.54588819708027692
13209,8509.51,17743429.178,346,0.00047958655086531441,0.54636778363114225
13715,8483.2899999999991,17743429.178,347,0.00047810882073000824,0.54684589245187232
14286,8479.7599999999984,17743429.178,348,0.0004779098738429895,0.5473238023257152
18139,8438.34,17743429.178,349,0.0004755754885567814,0.547799377814272
14160,8421.4700000000012,17743429.178,350,0.00047462471405706319,0.54827400252832914
14057,8408.840000000002,17743429.178,351,0.00047391290125733341,0.54874791542958645
13206,8377.32,17743429.178,352,0.00047213646899704157,0.54922005189858347
17611,8371.98,17743429.178,353,0.00047183551251639574,0.54969188741109987
14676,8356.7899999999991,17743429.178,354,0.00047097942095440865,0.55016286683205429
12643,8350.42,17743429.178,355,0.00047062041481551092,0.55063348724686978
12637,8340.31,17743429.178,356,0.000470050626422378,0.55110353787329214
15034,8313.4,17743429.178,357,0.0004685340086519323,0.55157207188194413
15998,8308.3399999999983,17743429.178,358,0.00046824883266090826,0.552040320714605
17686,8296.8099999999977,17743429.178,359,0.00046759901464183578,0.55250791972924684
14030,8262.2899999999991,17743429.178,360,0.000465653505707024,0.55297357323495389
12720,8260.6700000000019,17743429.178,361,0.00046556220430278328,0.5534391354392566
14525,8240.64,17743429.178,362,0.0004644333357059036,0.55390356877496261
17365,8224.98,17743429.178,363,0.00046355075546490848,0.5543671195304275
13381,8224.369999999999,17743429.178,364,0.00046351637654108935,0.55483063590696857
14056,8214.65,17743429.178,365,0.00046296856811564412,0.55529360447508425
14395,8208.01,17743429.178,366,0.00046259434507603956,0.55575619882016025
13139,8202.98,17743429.178,367,0.00046231085985176071,0.556218509680012
13426,8167.3799999999992,17743429.178,368,0.00046030448331412161,0.5566788141633261
15544,8162.4300000000012,17743429.178,369,0.00046002550680116346,0.55713883967012723
16672,8134.9400000000005,17743429.178,370,0.00045847620087364382,0.55759731587100092
13869,8111.57,17743429.178,371,0.00045715909357913181,0.55805447496458
17593,8095.7999999999993,17743429.178,372,0.0004562703138600709,0.55851074527844013
17426,8077.77,17743429.178,373,0.00045525416304620489,0.55896599944148628
16767,8073.8,17743429.178,374,0.00045503041824692319,0.5594210298597333
16670,8030.1499999999987,17743429.178,375,0.00045257035263265497,0.55987360021236587
16556,8012.5800000000008,17743429.178,376,0.00045158012690888209,0.56032518033927481
15299,7991.54,17743429.178,377,0.00045039433583158071,0.56077557467510641
12428,7956.46,17743429.178,378,0.00044841726591752514,0.5612239919410239
14159,7938.010000000002,17743429.178,379,0.00044737744436922631,0.56167136938539308
16303,7928.27,17743429.178,380,0.00044682850876595083,0.56211819789415907
12867,7913.29,17743429.178,381,0.00044598425257118019,0.56256418214673021
14291,7904.0999999999976,17743429.178,382,0.00044546631435823334,0.56300964846108847
